EV Charger Registration Code,Name,No. of Charging Outlets,Connector ID,Type of Connector,Rated Output Power (kW),Postal Code,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,Longitude,Latitude
R117721A,TESLA MOTORS SINGAPORE PRIVATE LIMITED,4,R117721A-003,CCS2,250,275748,7,HOLLAND VILLAGE WAY,,B2,-,Yes,103.7941455,1.311049168
R117721A,TESLA MOTORS SINGAPORE PRIVATE LIMITED,4,R117721A-004,CCS2,250,275748,7,HOLLAND VILLAGE WAY,,B2,-,Yes,103.7941455,1.311049168
R104315K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104315K-001,CCS2,3.7,751336,336A,SEMBAWANG CRESCENT,MULTI STOREY CAR PARK,L2,-,Yes,103.8150066,1.446628684
R104315K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104315K-002,Type 2,3.7,751336,336A,SEMBAWANG CRESCENT,MULTI STOREY CAR PARK,L2,-,Yes,103.8150066,1.446628684
R104316B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104316B-001,Type 2,3.7,751336,336A,SEMBAWANG CRESCENT,MULTI STOREY CAR PARK,L2,-,Yes,103.8150066,1.446628684
R104316B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104316B-002,Type 2,3.7,751336,336A,SEMBAWANG CRESCENT,MULTI STOREY CAR PARK,L2,-,Yes,103.8150066,1.446628684
R104305C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104305C-001,Type 2,3.7,751358,358A,ADMIRALTY DRIVE,MULTI STOREY CAR PARK,L1,-,Yes,103.8166936,1.448927181
R104305C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104305C-002,Type 2,3.7,751358,358A,ADMIRALTY DRIVE,MULTI STOREY CAR PARK,L1,-,Yes,103.8166936,1.448927181
R104306G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104306G-001,Type 2,3.7,751358,358A,ADMIRALTY DRIVE,MULTI STOREY CAR PARK,L1,-,Yes,103.8166936,1.448927181
R104306G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104306G-002,Type 2,3.7,751358,358A,ADMIRALTY DRIVE,MULTI STOREY CAR PARK,L1,-,Yes,103.8166936,1.448927181
R104319C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104319C-001,Type 2,3.7,751406,406A,SEMBAWANG DRIVE,FC,L1,-,Yes,103.8174323,1.452397318
R104319C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104319C-002,Type 2,3.7,751406,406A,SEMBAWANG DRIVE,FC,L1,-,Yes,103.8174323,1.452397318
R104320F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104320F-001,Type 2,3.7,751406,406A,SEMBAWANG DRIVE,FC,L1,-,Yes,103.8174323,1.452397318
R104320F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104320F-002,Type 2,3.7,751406,406A,SEMBAWANG DRIVE,FC,L1,-,Yes,103.8174323,1.452397318
R104323G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104323G-001,Type 2,3.7,750508,508,WELLINGTON CIRCLE,MULTI STOREY CAR PARK,L1,-,Yes,103.8200839,1.453031035
R104323G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104323G-002,Type 2,3.7,750508,508,WELLINGTON CIRCLE,MULTI STOREY CAR PARK,L1,-,Yes,103.8200839,1.453031035
R104324R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104324R-001,Type 2,3.7,750508,508,WELLINGTON CIRCLE,MULTI STOREY CAR PARK,L1,-,Yes,103.8200839,1.453031035
R104324R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104324R-002,Type 2,3.7,750508,508,WELLINGTON CIRCLE,MULTI STOREY CAR PARK,L1,-,Yes,103.8200839,1.453031035
R104307R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104307R-001,Type 2,3.7,751306,306A,CANBERRA ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8225551,1.445341201
R104307R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104307R-002,Type 2,3.7,751306,306A,CANBERRA ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8225551,1.445341201
R104308D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104308D-001,Type 2,3.7,751306,306A,CANBERRA ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8225551,1.445341201
R104308D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104308D-002,Type 2,3.7,751306,306A,CANBERRA ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8225551,1.445341201
R104311D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104311D-001,Type 2,3.7,750504,504,MONTREAL DRIVE,MONTREAL SPRING,L1,-,Yes,103.82369,1.450908114
R104311D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104311D-002,Type 2,3.7,750504,504,MONTREAL DRIVE,MONTREAL SPRING,L1,-,Yes,103.82369,1.450908114
R104312H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104312H-001,Type 2,3.7,750504,504,MONTREAL DRIVE,MONTREAL SPRING,L1,-,Yes,103.82369,1.450908114
R104312H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104312H-002,Type 2,3.7,750504,504,MONTREAL DRIVE,MONTREAL SPRING,L1,-,Yes,103.82369,1.450908114
R104309H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104309H-001,Type 2,3.7,750117,117,CANBERRA CRESCENT,EASTLINK II @ CANBERRA,L2,-,Yes,103.8299162,1.445069045
R104309H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104309H-002,Type 2,3.7,750117,117,CANBERRA CRESCENT,EASTLINK II @ CANBERRA,L2,-,Yes,103.8299162,1.445069045
R104310R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104310R-001,Type 2,3.7,750117,117,CANBERRA CRESCENT,EASTLINK II @ CANBERRA,L2,-,Yes,103.8299162,1.445069045
R104310R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104310R-002,Type 2,3.7,750117,117,CANBERRA CRESCENT,EASTLINK II @ CANBERRA,L2,-,Yes,103.8299162,1.445069045
R102182K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102182K-001,Type 2,3.7,48619,9,RAFFLES PLACE,REPUBLIC PLAZA,L4,-,Yes,103.850574,1.283483633
R102182K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102182K-002,Type 2,3.7,48619,9,RAFFLES PLACE,REPUBLIC PLAZA,L4,-,Yes,103.850574,1.283483633
R102183B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102183B-001,Type 2,3.7,48619,9,RAFFLES PLACE,REPUBLIC PLAZA,L4,-,Yes,103.850574,1.283483633
R102183B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102183B-002,Type 2,3.7,48619,9,RAFFLES PLACE,REPUBLIC PLAZA,L4,-,Yes,103.850574,1.283483633
R104078K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104078K-001,Type 2,3.7,820261,261,PUNGGOL WAY,NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,L2,-,Yes,103.8968416,1.405404806
R104078K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104078K-002,Type 2,3.7,820261,261,PUNGGOL WAY,NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,L2,-,Yes,103.8968416,1.405404806
R104079B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104079B-001,Type 2,3.7,820261,261,PUNGGOL WAY,NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,L2,-,Yes,103.8968416,1.405404806
R104079B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104079B-002,Type 2,3.7,820261,261,PUNGGOL WAY,NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,L2,-,Yes,103.8968416,1.405404806
R103991F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103991F-001,Type 2,3.7,820301,301,PUNGGOL CENTRAL,CORALINUS,L2,-,Yes,103.906198,1.403678583
R103991F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103991F-002,Type 2,3.7,820301,301,PUNGGOL CENTRAL,CORALINUS,L2,-,Yes,103.906198,1.403678583
R103992Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103992Z-001,Type 2,3.7,820301,301,PUNGGOL CENTRAL,CORALINUS,L2,-,Yes,103.906198,1.403678583
R103992Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103992Z-002,Type 2,3.7,820301,301,PUNGGOL CENTRAL,CORALINUS,L2,-,Yes,103.906198,1.403678583
R103995R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103995R-001,Type 2,3.7,820676,676,PUNGGOL DRIVE,WATERWAY BROOKS,L2,-,Yes,103.9102142,1.405292842
R103995R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103995R-002,Type 2,3.7,820676,676,PUNGGOL DRIVE,WATERWAY BROOKS,L2,-,Yes,103.9102142,1.405292842
R103996D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103996D-001,Type 2,3.7,820676,676,PUNGGOL DRIVE,WATERWAY BROOKS,L2,-,Yes,103.9102142,1.405292842
R103996D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103996D-002,Type 2,3.7,820676,676,PUNGGOL DRIVE,WATERWAY BROOKS,L2,-,Yes,103.9102142,1.405292842
R103985E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103985E-001,Type 2,3.7,820670,670,EDGEFIELD PLAINS,E-BRIDGE PRE-SCHOOL,L2,-,Yes,103.9132581,1.405822999
R103985E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103985E-002,Type 2,3.7,820670,670,EDGEFIELD PLAINS,E-BRIDGE PRE-SCHOOL,L2,-,Yes,103.9132581,1.405822999
R103986K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103986K-001,Type 2,3.7,820670,670,EDGEFIELD PLAINS,E-BRIDGE PRE-SCHOOL,L2,-,Yes,103.9132581,1.405822999
R103986K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103986K-002,Type 2,3.7,820670,670,EDGEFIELD PLAINS,E-BRIDGE PRE-SCHOOL,L2,-,Yes,103.9132581,1.405822999
R103979D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103979D-001,Type 2,3.7,511773,773A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L2,-,Yes,103.9359049,1.374601955
R103979D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103979D-002,Type 2,3.7,511773,773A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L2,-,Yes,103.9359049,1.374601955
R103980G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103980G-001,Type 2,3.7,511773,773A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L2,-,Yes,103.9359049,1.374601955
R103980G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103980G-002,Type 2,3.7,511773,773A,PASIR RIS STREET 71,MULTI STOREY CAR PARK,L2,-,Yes,103.9359049,1.374601955
R104725B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104725B-001,Type 2,3.7,730181,181,MARSILING ROAD,MARSILING HEIGHTS,L2,-,Yes,103.7792968,1.43965387
R104725B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104725B-002,Type 2,3.7,730181,181,MARSILING ROAD,MARSILING HEIGHTS,L2,-,Yes,103.7792968,1.43965387
R104726F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104726F-001,Type 2,3.7,730181,181,MARSILING ROAD,MARSILING HEIGHTS,L2,-,Yes,103.7792968,1.43965387
R104726F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104726F-002,Type 2,3.7,730181,181,MARSILING ROAD,MARSILING HEIGHTS,L2,-,Yes,103.7792968,1.43965387
R104739B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104739B-001,Type 2,3.7,731358,358A,WOODLANDS AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7839472,1.433216702
R104739B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104739B-002,Type 2,3.7,731358,358A,WOODLANDS AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7839472,1.433216702
R104740E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104740E-001,Type 2,3.7,731358,358A,WOODLANDS AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7839472,1.433216702
R104740E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104740E-002,Type 2,3.7,731358,358A,WOODLANDS AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7839472,1.433216702
R104737E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104737E-001,Type 2,3.7,731371,371A,WOODLANDS AVENUE 1,,L1,-,Yes,103.7864126,1.432852764
R104737E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104737E-002,Type 2,3.7,731371,371A,WOODLANDS AVENUE 1,,L1,-,Yes,103.7864126,1.432852764
R104738K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104738K-001,Type 2,3.7,731371,371A,WOODLANDS AVENUE 1,,L1,-,Yes,103.7864126,1.432852764
R104738K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104738K-002,Type 2,3.7,731371,371A,WOODLANDS AVENUE 1,,L1,-,Yes,103.7864126,1.432852764
R104727Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104727Z-001,Type 2,3.7,732892,892C,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L2,-,Yes,103.7894508,1.436782135
R104727Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104727Z-002,Type 2,3.7,732892,892C,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L2,-,Yes,103.7894508,1.436782135
R104728C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104728C-001,Type 2,3.7,732892,892C,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L2,-,Yes,103.7894508,1.436782135
R104728C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104728C-002,Type 2,3.7,732892,892C,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L2,-,Yes,103.7894508,1.436782135
R104731C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104731C-001,Type 2,3.7,731505,505A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L1,-,Yes,103.7916046,1.43213756
R104731C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104731C-002,Type 2,3.7,731505,505A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L1,-,Yes,103.7916046,1.43213756
R104732G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104732G-001,Type 2,3.7,731505,505A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L1,-,Yes,103.7916046,1.43213756
R104732G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104732G-002,Type 2,3.7,731505,505A,WOODLANDS DRIVE 14,MULTI STOREY CAR PARK,L1,-,Yes,103.7916046,1.43213756
R104800H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104800H-001,Type 2,3.7,730889,889,WOODLANDS DRIVE 50,TREETRAIL@WOODLANDS,L1,-,Yes,103.7936206,1.438012456
R104800H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104800H-002,Type 2,3.7,730889,889,WOODLANDS DRIVE 50,TREETRAIL@WOODLANDS,L1,-,Yes,103.7936206,1.438012456
R104801A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104801A-001,Type 2,3.7,730889,889,WOODLANDS DRIVE 50,TREETRAIL@WOODLANDS,L1,-,Yes,103.7936206,1.438012456
R104801A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104801A-002,Type 2,3.7,730889,889,WOODLANDS DRIVE 50,TREETRAIL@WOODLANDS,L1,-,Yes,103.7936206,1.438012456
R104806Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104806Z-001,Type 2,3.7,731614,614A,WOODLANDS AVENUE 4,MULTI STOREY CAR PARK,L2,-,Yes,103.795916,1.434835421
R104806Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104806Z-002,Type 2,3.7,731614,614A,WOODLANDS AVENUE 4,MULTI STOREY CAR PARK,L2,-,Yes,103.795916,1.434835421
R104808G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104808G-001,Type 2,3.7,731614,614A,WOODLANDS AVENUE 4,MULTI STOREY CAR PARK,L2,-,Yes,103.795916,1.434835421
R104808G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104808G-002,Type 2,3.7,731614,614A,WOODLANDS AVENUE 4,MULTI STOREY CAR PARK,L2,-,Yes,103.795916,1.434835421
R104749H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104749H-001,Type 2,3.7,731709,709A,WOODLANDS DRIVE 70,MULTI STOREY CAR PARK,L1,-,Yes,103.7979976,1.441096039
R104749H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104749H-002,Type 2,3.7,731709,709A,WOODLANDS DRIVE 70,MULTI STOREY CAR PARK,L1,-,Yes,103.7979976,1.441096039
R104750R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104750R-001,Type 2,3.7,731709,709A,WOODLANDS DRIVE 70,MULTI STOREY CAR PARK,L1,-,Yes,103.7979976,1.441096039
R104750R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104750R-002,Type 2,3.7,731709,709A,WOODLANDS DRIVE 70,MULTI STOREY CAR PARK,L1,-,Yes,103.7979976,1.441096039
R104733R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104733R-001,Type 2,3.7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8002309,1.438539715
R104733R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104733R-002,Type 2,3.7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8002309,1.438539715
R104734D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104734D-001,Type 2,3.7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8002309,1.438539715
R104734D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104734D-002,Type 2,3.7,731649,649A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.8002309,1.438539715
R104745C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104745C-001,Type 2,3.7,730780,780,WOODLANDS CRESCENT,WOODLANDS DEW,L2,-,Yes,103.8011012,1.448235185
R104745C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104745C-002,Type 2,3.7,730780,780,WOODLANDS CRESCENT,WOODLANDS DEW,L2,-,Yes,103.8011012,1.448235185
R104746G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104746G-001,Type 2,3.7,730780,780,WOODLANDS CRESCENT,WOODLANDS DEW,L2,-,Yes,103.8011012,1.448235185
R104746G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104746G-002,Type 2,3.7,730780,780,WOODLANDS CRESCENT,WOODLANDS DEW,L2,-,Yes,103.8011012,1.448235185
R108334B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R108334B-001,Type 2,3.7,731788,788A,WOODLANDS CRESCENT,MULTI STOREY CAR PARK,L1,-,Yes,103.8017806,1.444172955
R108334B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R108334B-002,Type 2,3.7,731788,788A,WOODLANDS CRESCENT,MULTI STOREY CAR PARK,L1,-,Yes,103.8017806,1.444172955
R108335F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R108335F-001,Type 2,3.7,731788,788A,WOODLANDS CRESCENT,MULTI STOREY CAR PARK,L1,-,Yes,103.8017806,1.444172955
R108335F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R108335F-002,Type 2,3.7,731788,788A,WOODLANDS CRESCENT,MULTI STOREY CAR PARK,L1,-,Yes,103.8017806,1.444172955
R104723E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104723E-001,Type 2,3.7,730693,693,WOODLANDS AVENUE 6,ADMIRALTY GROVE,L2,-,Yes,103.8037003,1.438092403
R104723E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104723E-002,Type 2,3.7,730693,693,WOODLANDS AVENUE 6,ADMIRALTY GROVE,L2,-,Yes,103.8037003,1.438092403
R104724K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104724K-001,Type 2,3.7,730693,693,WOODLANDS AVENUE 6,ADMIRALTY GROVE,L2,-,Yes,103.8037003,1.438092403
R104724K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104724K-002,Type 2,3.7,730693,693,WOODLANDS AVENUE 6,ADMIRALTY GROVE,L2,-,Yes,103.8037003,1.438092403
R104802E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104802E-001,Type 2,3.7,730686,686,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L1,-,Yes,103.8057857,1.442544327
R104802E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104802E-002,Type 2,3.7,730686,686,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L1,-,Yes,103.8057857,1.442544327
R104803K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104803K-001,Type 2,3.7,730686,686,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L1,-,Yes,103.8057857,1.442544327
R104803K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104803K-002,Type 2,3.7,730686,686,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L1,-,Yes,103.8057857,1.442544327
R104946F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104946F-001,Type 2,3.7,760132,132,YISHUN RING ROAD,,L1,-,Yes,103.8302091,1.432447233
R104946F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104946F-002,Type 2,3.7,760132,132,YISHUN RING ROAD,,L1,-,Yes,103.8302091,1.432447233
R104947Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104947Z-001,Type 2,3.7,760132,132,YISHUN RING ROAD,,L1,-,Yes,103.8302091,1.432447233
R104947Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104947Z-002,Type 2,3.7,760132,132,YISHUN RING ROAD,,L1,-,Yes,103.8302091,1.432447233
R104948C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104948C-001,Type 2,3.7,760220,220,YISHUN STREET 21,KIDSVILLE STUDENT CARE CENTRE,L1,-,Yes,103.8356612,1.43267364
R104948C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104948C-002,Type 2,3.7,760220,220,YISHUN STREET 21,KIDSVILLE STUDENT CARE CENTRE,L1,-,Yes,103.8356612,1.43267364
R104949G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104949G-001,Type 2,3.7,760220,220,YISHUN STREET 21,KIDSVILLE STUDENT CARE CENTRE,L1,-,Yes,103.8356612,1.43267364
R104949G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104949G-002,Type 2,3.7,760220,220,YISHUN STREET 21,KIDSVILLE STUDENT CARE CENTRE,L1,-,Yes,103.8356612,1.43267364
R104940D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104940D-001,Type 2,3.7,760676,676,YISHUN RING ROAD,PARK GROVE @ YISHUN,L2,-,Yes,103.8417696,1.421663903
R104940D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104940D-002,Type 2,3.7,760676,676,YISHUN RING ROAD,PARK GROVE @ YISHUN,L2,-,Yes,103.8417696,1.421663903
R104941H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104941H-001,Type 2,3.7,760676,676,YISHUN RING ROAD,PARK GROVE @ YISHUN,L2,-,Yes,103.8417696,1.421663903
R104941H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104941H-002,Type 2,3.7,760676,676,YISHUN RING ROAD,PARK GROVE @ YISHUN,L2,-,Yes,103.8417696,1.421663903
R104809R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104809R-001,Type 2,3.7,760317,317,YISHUN AVENUE 9,YISHUN GREENWALK,L2,-,Yes,103.8422883,1.433764998
R104809R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104809R-002,Type 2,3.7,760317,317,YISHUN AVENUE 9,YISHUN GREENWALK,L2,-,Yes,103.8422883,1.433764998
R104810C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104810C-001,Type 2,3.7,760317,317,YISHUN AVENUE 9,YISHUN GREENWALK,L2,-,Yes,103.8422883,1.433764998
R104810C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104810C-002,Type 2,3.7,760317,317,YISHUN AVENUE 9,YISHUN GREENWALK,L2,-,Yes,103.8422883,1.433764998
R104958K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104958K-001,Type 2,3.7,760504,504,YISHUN STREET 51,ACACIA BREEZE @ YISHUN,L2,-,Yes,103.8445959,1.418396497
R104958K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104958K-002,Type 2,3.7,760504,504,YISHUN STREET 51,ACACIA BREEZE @ YISHUN,L2,-,Yes,103.8445959,1.418396497
